date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
18/01/2018,Mall A,Center,1555,83975,65841,49350,29848
18/01/2018,Mall B,North,1874,67949,78354,13511,15943
18/01/2018,Mall C,South,1475,37360,43001,37367,48285
19/01/2018,Mall A,Center,1511,92580,68720,16759,41937
19/01/2018,Mall B,North,1753,129034,23871,19306,56884
19/01/2018,Mall C,South,1387,40243,38600,34780,48386
21/01/2018,Mall A,Center,739,51203,24495,30574,68042
21/01/2018,Mall B,North,1249,77862,76844,21380,38926
21/01/2018,Mall C,South,602,47619,74440,39819,12229
23/01/2018,Mall A,Center,1170,39439,42187,20675,11760
23/01/2018,Mall B,North,939,133502,36207,10442,24140
23/01/2018,Mall C,South,1576,76782,53676,7260,39022
24/01/2018,Mall A,Center,1234,114122,56435,6404,23773
24/01/2018,Mall B,North,1910,73759,16004,16857,15821
24/01/2018,Mall C,South,826,111464,45309,13606,47056
25/01/2018,Mall A,Center,851,96037,46720,43767,53843
25/01/2018,Mall B,North,619,142157,76781,8584,30693
25/01/2018,Mall C,South,632,75204,32931,27269,65760
26/01/2018,Mall A,Center,1854,36818,74133,23375,65159
26/01/2018,Mall B,North,1159,54190,40740,47562,69422
26/01/2018,Mall C,South,561,100805,28783,22425,10027
27/01/2018,Mall A,Center,799,86281,57734,16792,11336
27/01/2018,Mall B,North,1517,84751,59988,18552,16028
27/01/2018,Mall C,South,1512,71600,45853,12496,38059
28/01/2018,Mall A,Center,583,71182,30589,27621,28225
28/01/2018,Mall B,North,632,63413,52704,11012,41214
28/01/2018,Mall C,South,1032,71800,75295,7362,23894
29/01/2018,Mall A,Center,1494,20421,19571,47693,43624
29/01/2018,Mall B,North,1248,55552,31101,43011,22510
29/01/2018,Mall C,South,1970,93991,59041,38227,14980
30/01/2018,Mall A,Center,783,113508,62192,7373,20318
30/01/2018,Mall B,North,1166,50688,17072,19582,37066
30/01/2018,Mall C,South,1137,135619,23583,20755,67594
31/01/2018,Mall A,Center,1864,22885,12545,40670,61836
31/01/2018,Mall B,North,1570,147230,23326,7210,10663
31/01/2018,Mall C,South,1462,77586,16329,33852,17459
01/02/2018,Mall A,Center,1791,36874,16353,31417,12632
01/02/2018,Mall B,North,1303,77549,35056,6737,43849
01/02/2018,Mall C,South,1071,115437,41671,26026,39131
02/02/2018,Mall A,Center,909,49356,77330,9826,49726
02/02/2018,Mall B,North,947,139492,32313,41155,34542
02/02/2018,Mall C,South,741,45201,22208,27008,42420
04/02/2018,Mall A,Center,1518,23943,20850,35569,24152
04/02/2018,Mall B,North,785,124661,31630,7133,56067
04/02/2018,Mall C,South,1128,129798,17038,11918,63052
05/02/2018,Mall A,Center,1059,54020,21759,16614,30062
05/02/2018,Mall B,North,1230,147591,33785,19737,29217
05/02/2018,Mall C,South,1042,83102,57762,16500,37574
06/02/2018,Mall A,Center,1405,49209,43957,13007,69872
06/02/2018,Mall B,North,965,66158,61360,38041,30062
06/02/2018,Mall C,South,1643,83305,28480,19337,10478
07/02/2018,Mall A,Center,1284,110724,62194,14454,66562
07/02/2018,Mall B,North,1682,125241,37801,12877,48124
07/02/2018,Mall C,South,536,28636,41996,32214,58976
08/02/2018,Mall A,Center,1379,110762,12388,27620,14416
08/02/2018,Mall B,North,720,54455,19321,5281,38719
08/02/2018,Mall C,South,1841,57899,19530,32960,29026
09/02/2018,Mall A,Center,1956,73885,16841,12602,45999
09/02/2018,Mall B,North,1647,129719,51741,5390,59684
09/02/2018,Mall C,South,1148,46050,51810,9052,46407
10/02/2018,Mall A,Center,1154,47379,32340,12908,29596
10/02/2018,Mall B,North,1397,144255,12304,15561,34386
10/02/2018,Mall C,South,1296,27168,70497,21517,46200
12/02/2018,Mall A,Center,714,27270,27907,23358,30164
12/02/2018,Mall B,North,744,52841,17390,11249,38910
12/02/2018,Mall C,South,1623,48301,25542,7245,64281
13/02/2018,Mall A,Center,1981,95671,59016,46957,21435
13/02/2018,Mall B,North,672,90241,50046,7228,14102
13/02/2018,Mall C,South,503,89983,26833,14668,64603
15/02/2018,Mall A,Center,1151,136230,50919,34260,50586
15/02/2018,Mall B,North,1886,124314,16154,17952,35250
15/02/2018,Mall C,South,1590,101708,22615,8862,63612
16/02/2018,Mall A,Center,1205,78729,54161,40706,12280
16/02/2018,Mall B,North,946,75787,72383,27106,38956
16/02/2018,Mall C,South,1646,83985,24978,8261,21403
17/02/2018,Mall A,Center,711,121443,53924,6373,38803
17/02/2018,Mall B,North,661,71603,69413,13035,59619
17/02/2018,Mall C,South,1611,131555,57434,15836,40796
19/02/2018,Mall A,Center,1982,113557,63710,40122,43201
19/02/2018,Mall B,North,745,141145,71231,7410,61158
19/02/2018,Mall C,South,1413,142442,71379,40253,15734
20/02/2018,Mall A,Center,862,57466,26454,31875,11211
20/02/2018,Mall B,North,1916,44104,73528,40238,20469
20/02/2018,Mall C,South,1736,46151,69156,16267,14168
21/02/2018,Mall A,Center,1723,106027,75941,14508,68502
21/02/2018,Mall B,North,1468,144891,55126,23280,12240
21/02/2018,Mall C,South,753,77834,54379,32827,43329
22/02/2018,Mall A,Center,570,68112,67939,40089,15957
22/02/2018,Mall B,North,692,61499,22286,19582,49871
22/02/2018,Mall C,South,1227,79223,64821,32378,18031
23/02/2018,Mall A,Center,923,49611,57631,24574,34813
23/02/2018,Mall B,North,1357,92486,72596,25456,20430
23/02/2018,Mall C,South,1683,133424,21466,48637,32850
24/02/2018,Mall A,Center,1074,54658,45899,16402,14098
24/02/2018,Mall B,North,1457,33191,37033,26112,11195
24/02/2018,Mall C,South,1816,25012,66095,20517,40111
25/02/2018,Mall A,Center,1761,105598,70490,43722,28375
25/02/2018,Mall B,North,1773,124618,48209,12335,48464
25/02/2018,Mall C,South,1351,119128,21736,15030,20781
26/02/2018,Mall A,Center,727,54893,43009,27655,29734
26/02/2018,Mall B,North,1978,96854,43181,26948,17634
26/02/2018,Mall C,South,1991,87632,14878,38906,68919
01/03/2018,Mall A,Center,594,94176,58339,46938,48384
01/03/2018,Mall B,North,626,124477,73672,33403,36271
01/03/2018,Mall C,South,943,110681,49762,35012,44382
02/03/2018,Mall A,Center,1528,84803,30316,43479,34805
02/03/2018,Mall B,North,1554,70565,45505,27636,28693
02/03/2018,Mall C,South,1914,147223,14276,13655,49462
03/03/2018,Mall A,Center,1125,100855,24561,19903,48104
03/03/2018,Mall B,North,1666,69584,77068,5485,45573
03/03/2018,Mall C,South,910,80711,26246,17848,12721
04/03/2018,Mall A,Center,1353,59045,13982,8091,51071
04/03/2018,Mall B,North,738,30343,39362,40567,42974
04/03/2018,Mall C,South,1471,52051,13866,27946,65388
05/03/2018,Mall A,Center,720,143845,73738,39567,13042
05/03/2018,Mall B,North,1438,94847,64154,36823,54715
05/03/2018,Mall C,South,1226,134375,14546,36634,16899
06/03/2018,Mall A,Center,1901,52250,42416,48329,16194
06/03/2018,Mall B,North,1026,93149,75716,42813,20646
06/03/2018,Mall C,South,1604,115867,76426,42336,23990
07/03/2018,Mall A,Center,592,79563,10981,20301,28592
07/03/2018,Mall B,North,1488,104421,78613,6840,13440
07/03/2018,Mall C,South,1147,103767,35894,9219,52708
08/03/2018,Mall A,Center,731,25672,23702,45247,27678
08/03/2018,Mall B,North,636,94884,60407,13920,36697
08/03/2018,Mall C,South,1117,77824,14369,43932,33456
09/03/2018,Mall A,Center,1339,133394,75565,47387,41986
09/03/2018,Mall B,North,639,29866,22008,29547,26332
09/03/2018,Mall C,South,1150,54617,31057,32195,32439
10/03/2018,Mall A,Center,1867,37851,60255,45227,26692
10/03/2018,Mall B,North,1959,112923,60654,21512,29025
10/03/2018,Mall C,South,1280,111557,48850,7088,40917
11/03/2018,Mall A,Center,1039,34208,79000,28799,32457
11/03/2018,Mall B,North,693,58737,33731,7794,60596
11/03/2018,Mall C,South,717,141881,63389,35578,53653
12/03/2018,Mall A,Center,1216,99143,67097,12613,20961
12/03/2018,Mall B,North,1160,95296,58939,35962,32648
12/03/2018,Mall C,South,740,28634,48510,20416,64395
14/03/2018,Mall A,Center,1212,90841,58378,16600,14254
14/03/2018,Mall B,North,1933,118007,73868,46465,66139
14/03/2018,Mall C,South,947,118704,38054,29853,51689
15/03/2018,Mall A,Center,1774,126187,47800,24435,54570
15/03/2018,Mall B,North,1132,96249,22862,35640,55337
15/03/2018,Mall C,South,514,68199,74145,21282,22080
16/03/2018,Mall A,Center,529,41522,21378,32516,30106
16/03/2018,Mall B,North,1806,29150,19442,7886,12815
16/03/2018,Mall C,South,993,101657,40868,47296,53071
17/03/2018,Mall A,Center,1362,40178,20482,24512,65397
17/03/2018,Mall B,North,1498,41687,47109,12742,20258
17/03/2018,Mall C,South,549,130379,55284,7466,69428
19/03/2018,Mall A,Center,896,43922,76390,18232,45373
19/03/2018,Mall B,North,1529,68983,42995,27898,47443
19/03/2018,Mall C,South,767,97847,54129,34154,32409
20/03/2018,Mall A,Center,707,31794,54506,40439,47686
20/03/2018,Mall B,North,1801,104397,31412,18603,13846
20/03/2018,Mall C,South,1710,66081,64780,35305,32091
21/03/2018,Mall A,Center,1615,86743,60935,25041,56432
21/03/2018,Mall B,North,1987,84221,32508,21168,50051
21/03/2018,Mall C,South,684,144834,68790,26938,69586
22/03/2018,Mall A,Center,1662,99966,15291,28554,38878
22/03/2018,Mall B,North,1563,132251,53089,19438,52393
22/03/2018,Mall C,South,1811,56517,31531,17361,69246
23/03/2018,Mall A,Center,873,130202,75835,23313,43444
23/03/2018,Mall B,North,741,117666,41634,49362,22897
23/03/2018,Mall C,South,1709,97901,55377,35332,14151
24/03/2018,Mall A,Center,1516,49951,27997,31127,35568
24/03/2018,Mall B,North,991,74304,22732,9321,57352
24/03/2018,Mall C,South,1963,74955,63152,17584,38095
25/03/2018,Mall A,Center,1473,21793,57288,43891,62485
25/03/2018,Mall B,North,986,134888,23184,23391,21896
25/03/2018,Mall C,South,868,99603,21471,28698,38486
26/03/2018,Mall A,Center,1329,104291,79538,13459,59997
26/03/2018,Mall B,North,1873,69743,54050,36728,58984
26/03/2018,Mall C,South,976,113918,63100,37830,26784
28/03/2018,Mall A,Center,1818,64473,25912,35363,17801
28/03/2018,Mall B,North,1174,65475,40514,38370,39954
28/03/2018,Mall C,South,1012,55652,76935,48878,26555
29/03/2018,Mall A,Center,1194,41506,15177,22030,24324
29/03/2018,Mall B,North,924,73083,60117,43668,52516
29/03/2018,Mall C,South,1288,96918,58015,11906,13347
31/03/2018,Mall A,Center,1956,100197,17160,15914,19554
31/03/2018,Mall B,North,1342,36233,67330,16571,58574
31/03/2018,Mall C,South,587,79299,62642,9910,39596
01/04/2018,Mall A,Center,1065,118183,28734,48363,51396
01/04/2018,Mall B,North,1447,90697,27086,12652,34410
01/04/2018,Mall C,South,1550,26734,17544,7981,23436
02/04/2018,Mall A,Center,1489,81006,78058,5679,54732
02/04/2018,Mall B,North,1835,103715,21158,44963,38087
02/04/2018,Mall C,South,1079,129318,24475,28598,35737
03/04/2018,Mall A,Center,864,119102,78073,27297,53111
03/04/2018,Mall B,North,1507,96806,63920,28264,23276
03/04/2018,Mall C,South,1292,47733,66023,30273,63392
05/04/2018,Mall A,Center,1454,69827,65272,35325,40833
05/04/2018,Mall B,North,1568,86392,16382,13694,17981
05/04/2018,Mall C,South,973,26287,51652,8712,31143
06/04/2018,Mall A,Center,570,46017,72215,12744,52580
06/04/2018,Mall B,North,967,93280,27160,44271,50820
06/04/2018,Mall C,South,1908,146666,24232,44598,19105
07/04/2018,Mall A,Center,1860,54449,33884,16841,25272
07/04/2018,Mall B,North,1183,135095,11907,47348,64126
07/04/2018,Mall C,South,821,135274,65401,25474,39835
08/04/2018,Mall A,Center,1228,115978,63434,21407,54361
08/04/2018,Mall B,North,970,101442,65197,47053,57895
08/04/2018,Mall C,South,556,67133,28902,27691,25681
09/04/2018,Mall A,Center,1248,42271,76425,8610,16012
09/04/2018,Mall B,North,1332,107289,57722,43125,47451
09/04/2018,Mall C,South,1978,88146,29901,44069,68351
10/04/2018,Mall A,Center,728,112705,10256,18008,65940
10/04/2018,Mall B,North,1792,49850,18147,33102,55779
10/04/2018,Mall C,South,1883,129275,28785,20979,43143
11/04/2018,Mall A,Center,1526,44304,11713,20632,63403
11/04/2018,Mall B,North,984,52522,56725,32070,43780
11/04/2018,Mall C,South,1025,84684,35716,7391,26186
12/04/2018,Mall A,Center,906,77196,58505,40514,38436
12/04/2018,Mall B,North,1652,33847,62282,29199,25770
12/04/2018,Mall C,South,1803,131435,74353,28166,31499
13/04/2018,Mall A,Center,1668,117072,31669,45932,18230
13/04/2018,Mall B,North,930,44542,23598,11226,17752
13/04/2018,Mall C,South,681,29075,28741,7288,60351
14/04/2018,Mall A,Center,1267,24985,60692,38234,16553
14/04/2018,Mall B,North,1840,140195,38052,41150,44185
14/04/2018,Mall C,South,1159,65665,12353,27411,13458
15/04/2018,Mall A,Center,981,70946,15801,14762,30098
15/04/2018,Mall B,North,1262,125525,38889,31809,14630
15/04/2018,Mall C,South,572,52685,23086,37187,12626
18/04/2018,Mall A,Center,1546,82131,13054,36180,29495
18/04/2018,Mall B,North,1368,100910,19719,18291,10468
18/04/2018,Mall C,South,1579,94970,62140,15410,16407
19/04/2018,Mall A,Center,1748,53468,62629,45509,14879
19/04/2018,Mall B,North,537,109507,76301,36396,69442
19/04/2018,Mall C,South,1865,111921,60340,26356,48996
20/04/2018,Mall A,Center,1631,102585,30232,44763,36543
20/04/2018,Mall B,North,1143,131799,43692,26301,13233
20/04/2018,Mall C,South,1056,27912,15468,25092,53570
21/04/2018,Mall A,Center,938,48558,42190,15495,51370
21/04/2018,Mall B,North,1937,141008,70008,38534,24416
21/04/2018,Mall C,South,745,116793,17313,24245,44278
22/04/2018,Mall A,Center,1517,131283,11250,27732,60056
22/04/2018,Mall B,North,536,104563,42087,13044,19871
22/04/2018,Mall C,South,1080,24641,45659,30710,57866
23/04/2018,Mall A,Center,1289,51877,67079,40332,31258
23/04/2018,Mall B,North,675,116752,73932,31107,21757
23/04/2018,Mall C,South,1675,90797,34219,37566,66664
25/04/2018,Mall A,Center,1658,126268,47524,32966,13019
25/04/2018,Mall B,North,1753,67494,22519,21639,56957
25/04/2018,Mall C,South,1031,45915,27547,43222,31380
27/04/2018,Mall A,Center,951,91584,40970,16484,43172
27/04/2018,Mall B,North,934,22917,39040,27481,52991
27/04/2018,Mall C,South,1997,143003,54905,13943,41050
28/04/2018,Mall A,Center,835,142587,35414,21454,52620
28/04/2018,Mall B,North,1489,95948,40278,25537,49838
28/04/2018,Mall C,South,1505,24139,73975,12047,41411
29/04/2018,Mall A,Center,1241,141259,20648,24725,69690
29/04/2018,Mall B,North,1352,117970,36310,39492,52191
29/04/2018,Mall C,South,1130,121943,55532,20753,33776
30/04/2018,Mall A,Center,789,105754,66290,47283,48742
30/04/2018,Mall B,North,886,101244,43676,34353,13007
30/04/2018,Mall C,South,1196,20271,79904,26902,49356
01/05/2018,Mall A,Center,1966,124802,68835,29775,44332
01/05/2018,Mall B,North,934,37089,19170,29065,38182
01/05/2018,Mall C,South,920,93770,73031,33590,65399
02/05/2018,Mall A,Center,638,77854,29802,14926,58206
02/05/2018,Mall B,North,952,121027,43399,25297,37444
02/05/2018,Mall C,South,1881,102692,64714,24785,57121
03/05/2018,Mall A,Center,556,20052,43583,46541,60207
03/05/2018,Mall B,North,953,115640,76859,44186,69794
03/05/2018,Mall C,South,1725,50289,41316,39659,39145
04/05/2018,Mall A,Center,1194,137771,65649,18254,46514
04/05/2018,Mall B,North,1535,32668,59802,6506,46806
04/05/2018,Mall C,South,1418,36966,44910,19765,45812
05/05/2018,Mall A,Center,817,62916,55672,48106,68004
05/05/2018,Mall B,North,1015,103409,60301,5173,66857
05/05/2018,Mall C,South,1781,27678,73317,45607,34641
06/05/2018,Mall A,Center,1462,89037,22681,48217,35165
06/05/2018,Mall B,North,1313,68004,72264,19694,57673
06/05/2018,Mall C,South,1603,91139,19901,18117,31420
07/05/2018,Mall A,Center,1659,117611,33637,40928,62407
07/05/2018,Mall B,North,1388,81595,18223,16457,53392
07/05/2018,Mall C,South,1466,129889,62095,19121,41942
08/05/2018,Mall A,Center,602,28935,67620,29882,48356
08/05/2018,Mall B,North,833,143545,28041,40920,64577
08/05/2018,Mall C,South,913,72961,57133,16209,21059
09/05/2018,Mall A,Center,1617,143218,15642,24611,43735
09/05/2018,Mall B,North,894,100212,22166,16783,47629
09/05/2018,Mall C,South,891,48089,12490,6381,64771
10/05/2018,Mall A,Center,738,119176,60536,35215,12464
10/05/2018,Mall B,North,1686,42350,78069,43113,27578
10/05/2018,Mall C,South,507,96820,52224,21003,54336
11/05/2018,Mall A,Center,739,117245,49608,15051,56757
11/05/2018,Mall B,North,1286,132959,46187,35146,32562
11/05/2018,Mall C,South,1737,99543,74995,19632,19356
12/05/2018,Mall A,Center,1933,110818,23739,17261,44392
12/05/2018,Mall B,North,757,117314,31501,39564,53349
12/05/2018,Mall C,South,1125,59113,19227,27685,20108
13/05/2018,Mall A,Center,1403,72145,50035,16989,27269
13/05/2018,Mall B,North,1408,130294,62036,13139,63111
13/05/2018,Mall C,South,1467,88570,48614,44767,26897
14/05/2018,Mall A,Center,852,93968,18540,20262,28015
14/05/2018,Mall B,North,1299,54807,48817,37194,69394
14/05/2018,Mall C,South,1568,141738,44320,16417,36481
15/05/2018,Mall A,Center,788,69739,70932,21770,12930
15/05/2018,Mall B,North,1829,45779,68292,30826,50247
15/05/2018,Mall C,South,830,134223,48511,31372,64928
16/05/2018,Mall A,Center,565,60385,15275,39841,34242
16/05/2018,Mall B,North,1572,111025,42007,10048,46316
16/05/2018,Mall C,South,1871,50831,16988,14647,29887
17/05/2018,Mall A,Center,555,99708,58612,35411,62534
17/05/2018,Mall B,North,1624,20151,31870,16592,18577
17/05/2018,Mall C,South,1410,41985,53441,47368,59416
18/05/2018,Mall A,Center,1419,130724,49821,14774,29783
18/05/2018,Mall B,North,1660,142585,70292,44906,58312
18/05/2018,Mall C,South,1804,143908,49756,5098,24995
19/05/2018,Mall A,Center,1023,63175,48151,23566,46699
19/05/2018,Mall B,North,1337,145528,45111,14114,38242
19/05/2018,Mall C,South,739,140397,64746,41692,24022
20/05/2018,Mall A,Center,574,26177,30375,8617,65854
20/05/2018,Mall B,North,805,36934,66496,10458,24274
20/05/2018,Mall C,South,862,126992,45481,12253,35990
22/05/2018,Mall A,Center,1948,42342,72713,32814,21036
22/05/2018,Mall B,North,1184,45950,67510,48098,26303
22/05/2018,Mall C,South,1201,125174,49901,22581,69889
23/05/2018,Mall A,Center,1987,112434,35387,14912,56048
23/05/2018,Mall B,North,862,116982,57638,36120,28739
23/05/2018,Mall C,South,1917,26440,18376,31792,24181
25/05/2018,Mall A,Center,768,107544,62221,8274,53795
25/05/2018,Mall B,North,688,95600,50447,35485,34132
25/05/2018,Mall C,South,786,65717,58994,27643,41080
26/05/2018,Mall A,Center,1519,89651,11718,31037,25890
26/05/2018,Mall B,North,1774,106602,21339,49141,16687
26/05/2018,Mall C,South,745,109895,53377,32656,24217
27/05/2018,Mall A,Center,1980,122055,46167,16035,38880
27/05/2018,Mall B,North,1963,82716,23359,10653,40975
27/05/2018,Mall C,South,1268,40614,35170,38240,52315
28/05/2018,Mall A,Center,979,108195,25175,38053,57467
28/05/2018,Mall B,North,1926,58665,37361,17583,17644
28/05/2018,Mall C,South,912,109559,26042,10794,67529
29/05/2018,Mall A,Center,1116,20554,72067,34906,45590
29/05/2018,Mall B,North,847,118427,40277,21676,49201
29/05/2018,Mall C,South,681,64844,68800,37959,54394
30/05/2018,Mall A,Center,811,60911,10461,9187,50854
30/05/2018,Mall B,North,1182,114969,68889,12897,61611
30/05/2018,Mall C,South,1137,78716,66278,49639,44252
31/05/2018,Mall A,Center,1535,134853,56972,5247,18792
31/05/2018,Mall B,North,763,52206,59989,23261,59161
31/05/2018,Mall C,South,1018,68589,11417,36608,24348
01/06/2018,Mall A,Center,1290,101584,48215,30366,39834
01/06/2018,Mall B,North,657,71244,78994,12979,28972
01/06/2018,Mall C,South,1410,46519,72226,32656,10903
02/06/2018,Mall A,Center,1284,32401,12717,17076,60973
02/06/2018,Mall B,North,1835,78468,55846,6291,57765
02/06/2018,Mall C,South,1445,143352,22399,18938,61844
03/06/2018,Mall A,Center,600,27638,63000,5718,54226
03/06/2018,Mall B,North,1864,130766,22721,5275,14114
03/06/2018,Mall C,South,929,63083,33586,27224,18476
04/06/2018,Mall A,Center,1972,84384,16064,12811,10583
04/06/2018,Mall B,North,1016,26213,38360,32888,38045
04/06/2018,Mall C,South,1640,88392,14137,33893,43879
05/06/2018,Mall A,Center,1703,69918,66500,14839,52530
05/06/2018,Mall B,North,817,139957,76854,48020,23295
05/06/2018,Mall C,South,1611,27308,42844,10071,49674
06/06/2018,Mall A,Center,1178,88314,48674,20438,27206
06/06/2018,Mall B,North,1048,68606,13820,47284,50775
06/06/2018,Mall C,South,1593,22731,51966,5254,36353
07/06/2018,Mall A,Center,600,136249,67491,36634,37421
07/06/2018,Mall B,North,1889,39082,47999,42926,69712
07/06/2018,Mall C,South,956,78780,61651,30501,22457
08/06/2018,Mall A,Center,1771,94878,49264,36684,67748
08/06/2018,Mall B,North,1690,134329,71262,39603,32573
08/06/2018,Mall C,South,1137,27851,41476,8157,64996
10/06/2018,Mall A,Center,1596,143723,21707,23490,63318
10/06/2018,Mall B,North,525,124966,26950,49496,26381
10/06/2018,Mall C,South,1267,77659,40347,40034,19400
11/06/2018,Mall A,Center,1818,93576,12337,19903,19728
11/06/2018,Mall B,North,1237,132864,59153,29228,62053
11/06/2018,Mall C,South,1302,108965,32938,17568,44250
12/06/2018,Mall A,Center,888,59093,60970,26157,67145
12/06/2018,Mall B,North,1130,133428,23060,14232,63941
12/06/2018,Mall C,South,1833,41712,71438,24942,44775
13/06/2018,Mall A,Center,1036,51267,48257,45664,31802
13/06/2018,Mall B,North,560,51996,16633,30172,33408
13/06/2018,Mall C,South,878,90399,77082,29626,53803
14/06/2018,Mall A,Center,1589,67567,57668,47440,34182
14/06/2018,Mall B,North,789,38023,61569,11224,69381
14/06/2018,Mall C,South,1534,94006,61960,6676,36363
15/06/2018,Mall A,Center,1255,48307,16364,27961,17077
15/06/2018,Mall B,North,745,48118,21638,16968,64745
15/06/2018,Mall C,South,1602,36578,29144,30703,44268
16/06/2018,Mall A,Center,1118,39614,70237,45599,48648
16/06/2018,Mall B,North,1815,35875,16688,42815,22226
16/06/2018,Mall C,South,1734,76792,73500,49283,61807
17/06/2018,Mall A,Center,1993,36119,19450,37308,39034
17/06/2018,Mall B,North,1737,85947,35030,38955,25443
17/06/2018,Mall C,South,1047,26674,35529,48317,15554
18/06/2018,Mall A,Center,1656,22460,57553,37713,65722
18/06/2018,Mall B,North,918,71204,25176,36860,46495
18/06/2018,Mall C,South,1266,48831,38668,24518,36086
19/06/2018,Mall A,Center,1809,28762,51383,45395,53387
19/06/2018,Mall B,North,1416,46011,38711,34214,68339
19/06/2018,Mall C,South,1931,98119,19731,6069,12304
20/06/2018,Mall A,Center,1184,110076,64551,9431,56182
20/06/2018,Mall B,North,523,130587,24744,37292,58949
20/06/2018,Mall C,South,1071,116459,45448,36127,19672
21/06/2018,Mall A,Center,1046,51145,55378,37207,52987
21/06/2018,Mall B,North,691,46561,49494,26541,42609
21/06/2018,Mall C,South,907,140794,70864,5673,57915
22/06/2018,Mall A,Center,1359,128295,66857,20101,49454
22/06/2018,Mall B,North,1268,84003,66768,7802,42452
22/06/2018,Mall C,South,846,38848,29773,43112,50028
23/06/2018,Mall A,Center,1507,79343,45061,41634,55572
23/06/2018,Mall B,North,802,44473,64803,49945,58491
23/06/2018,Mall C,South,1113,74012,37707,38806,51826
24/06/2018,Mall A,Center,1734,113890,57248,34932,21352
24/06/2018,Mall B,North,1441,118555,70236,18197,24423
24/06/2018,Mall C,South,985,46823,72332,8336,20846
25/06/2018,Mall A,Center,1216,44302,44090,16371,11432
25/06/2018,Mall B,North,1176,110035,65523,26130,30553
25/06/2018,Mall C,South,1588,42837,35267,27358,61931
26/06/2018,Mall A,Center,1757,142126,42986,46184,38755
26/06/2018,Mall B,North,1430,54708,17203,15872,25540
26/06/2018,Mall C,South,904,40305,47501,28097,23919
27/06/2018,Mall A,Center,880,20158,29988,21158,68243
27/06/2018,Mall B,North,724,33313,33829,28911,18165
27/06/2018,Mall C,South,1968,70360,59729,26939,36887
28/06/2018,Mall A,Center,859,103234,69175,16190,43647
28/06/2018,Mall B,North,950,119491,32041,43281,38460
28/06/2018,Mall C,South,1924,138082,45651,6251,44852
29/06/2018,Mall A,Center,878,45869,53583,47876,68330
29/06/2018,Mall B,North,660,39372,45999,38699,46672
29/06/2018,Mall C,South,1375,92908,55157,29700,58018
30/06/2018,Mall A,Center,1123,45629,76749,37714,52331
30/06/2018,Mall B,North,1112,38452,62423,34558,20466
30/06/2018,Mall C,South,873,96750,42455,30426,59128
01/07/2018,Mall A,Center,768,72099,56351,40105,24746
01/07/2018,Mall B,North,573,116233,37030,29215,14610
01/07/2018,Mall C,South,1946,86221,51706,30085,65191
02/07/2018,Mall A,Center,787,64712,46734,7579,26229
02/07/2018,Mall B,North,1741,62671,55570,12500,32913
02/07/2018,Mall C,South,1348,50210,24840,31214,52127
03/07/2018,Mall A,Center,1005,108415,60353,8184,26016
03/07/2018,Mall B,North,910,90071,72876,39233,40739
03/07/2018,Mall C,South,1780,96015,62011,46817,30260
04/07/2018,Mall A,Center,922,119060,71250,42861,62683
04/07/2018,Mall B,North,527,62743,33567,14562,48273
04/07/2018,Mall C,South,1495,122010,13107,37210,28041
05/07/2018,Mall A,Center,777,118903,41929,11273,38429
05/07/2018,Mall B,North,1440,113770,21315,33147,24308
05/07/2018,Mall C,South,1073,121486,31157,32091,37502
06/07/2018,Mall A,Center,1395,54048,79344,16103,41865
06/07/2018,Mall B,North,1975,80204,60497,32629,23370
06/07/2018,Mall C,South,620,143757,24960,31663,16768
07/07/2018,Mall A,Center,532,115237,16955,35152,58684
07/07/2018,Mall B,North,1840,124343,47593,47436,69968
07/07/2018,Mall C,South,720,134190,78330,5066,37085
08/07/2018,Mall A,Center,785,100644,68666,35552,60557
08/07/2018,Mall B,North,956,55820,72149,39274,49641
08/07/2018,Mall C,South,1393,146225,31884,31415,18832
09/07/2018,Mall A,Center,1561,23086,46619,49559,55202
09/07/2018,Mall B,North,1626,141540,78456,19105,57747
09/07/2018,Mall C,South,1880,143082,33390,25771,19403
10/07/2018,Mall A,Center,653,69456,78905,42326,62284
10/07/2018,Mall B,North,1948,46780,30226,49723,38708
10/07/2018,Mall C,South,1349,59887,19060,29210,46621
11/07/2018,Mall A,Center,1760,76059,32437,27347,68182
11/07/2018,Mall B,North,698,75956,33911,13585,69883
11/07/2018,Mall C,South,1259,147438,55189,22725,66559
12/07/2018,Mall A,Center,679,137176,72557,44092,44081
12/07/2018,Mall B,North,1968,70420,62433,22959,56240
12/07/2018,Mall C,South,1702,76666,56644,11514,62234
13/07/2018,Mall A,Center,1952,129749,40705,40285,57021
13/07/2018,Mall B,North,778,42786,42669,12454,59826
13/07/2018,Mall C,South,625,141063,22376,28173,59959
16/07/2018,Mall A,Center,1132,22968,69309,45623,45744
16/07/2018,Mall B,North,1469,30769,49998,13180,28238
16/07/2018,Mall C,South,1145,75150,75648,35358,13933
17/07/2018,Mall A,Center,1882,25217,19765,8898,66520
17/07/2018,Mall B,North,574,37571,50970,13575,27087
17/07/2018,Mall C,South,850,46469,50380,14024,31808
18/07/2018,Mall A,Center,1393,42022,53332,22245,68056
18/07/2018,Mall B,North,842,26032,74899,30539,64546
18/07/2018,Mall C,South,1642,122415,48992,23760,29892
19/07/2018,Mall A,Center,507,137185,38372,24704,33271
